Open,High,Low,Close,Adj_close,Volume,Date,Stock_Name
42.830002,43.48,42.77,43.240002,37.434841,5631900.0,2017-07-10T00:00:00,COP
43.25,43.66,42.919998,43.349998,37.530064,5782600.0,2017-07-11T00:00:00,COP
43.82,44.0,42.93,43.240002,37.434841,7907900.0,2017-07-12T00:00:00,COP
43.220001,43.470001,42.900002,43.25,37.443489,7014100.0,2017-07-13T00:00:00,COP
43.32,43.779999,43.27,43.450001,37.616646,5467300.0,2017-07-14T00:00:00,COP
43.310001,43.52,43.09,43.189999,37.391552,7014700.0,2017-07-17T00:00:00,COP
43.450001,43.450001,42.799999,43.07,37.287651,6834800.0,2017-07-18T00:00:00,COP
42.950001,43.75,42.939999,43.66,37.798439,8823000.0,2017-07-19T00:00:00,COP
43.779999,43.830002,43.099998,43.23,37.654724,7663000.0,2017-07-20T00:00:00,COP
42.959999,43.16,42.57,42.650002,37.149525,6480600.0,2017-07-21T00:00:00,COP
42.73,42.959999,42.540001,42.610001,37.114685,6094100.0,2017-07-24T00:00:00,COP
43.349998,43.959999,43.23,43.650002,38.020565,8641100.0,2017-07-25T00:00:00,COP
43.91,44.380001,43.580002,43.700001,38.064114,7124500.0,2017-07-26T00:00:00,COP
44.34,44.66,43.82,44.66,38.900307,9803100.0,2017-07-27T00:00:00,COP
44.73,45.939999,44.619999,45.259998,39.422928,10794900.0,2017-07-28T00:00:00,COP
45.330002,45.869999,45.200001,45.369999,39.518734,8368400.0,2017-07-31T00:00:00,COP
45.330002,45.330002,44.619999,44.75,38.978699,6685100.0,2017-08-01T00:00:00,COP
44.389999,45.630001,44.27,45.610001,39.727787,9562300.0,2017-08-02T00:00:00,COP
45.639999,45.950001,44.68,44.91,39.118061,9204100.0,2017-08-03T00:00:00,COP
44.939999,45.59,44.860001,45.560001,39.684223,6105600.0,2017-08-04T00:00:00,COP
45.27,45.48,44.830002,45.169998,39.344521,6370200.0,2017-08-07T00:00:00,COP
45.150002,46.110001,45.0,45.630001,39.745209,8032000.0,2017-08-08T00:00:00,COP
45.790001,46.0,45.369999,45.650002,39.76263,7451100.0,2017-08-09T00:00:00,COP
45.68,45.950001,44.93,44.970001,39.170326,6441400.0,2017-08-10T00:00:00,COP
44.959999,45.380001,44.669998,44.790001,39.013535,4206900.0,2017-08-11T00:00:00,COP
44.799999,45.09,44.400002,44.540001,38.795776,5063100.0,2017-08-14T00:00:00,COP
44.439999,44.700001,44.049999,44.5,38.760937,8179300.0,2017-08-15T00:00:00,COP
44.59,44.66,43.509998,43.689999,38.055401,5795800.0,2017-08-16T00:00:00,COP
43.5,43.860001,42.959999,43.0,37.454384,6422500.0,2017-08-17T00:00:00,COP
42.959999,43.560001,42.509998,43.110001,37.550198,7310400.0,2017-08-18T00:00:00,COP
42.900002,42.939999,42.27,42.5,37.018871,5709600.0,2017-08-21T00:00:00,COP
42.639999,43.360001,42.619999,43.189999,37.619884,5850200.0,2017-08-22T00:00:00,COP
42.950001,43.950001,42.830002,43.689999,38.055401,5240900.0,2017-08-23T00:00:00,COP
43.52,43.560001,43.080002,43.299999,37.715702,4370000.0,2017-08-24T00:00:00,COP
43.490002,44.110001,43.360001,43.580002,37.959579,5393800.0,2017-08-25T00:00:00,COP
43.599998,43.630001,42.700001,43.049999,37.497936,4593400.0,2017-08-28T00:00:00,COP
42.720001,42.990002,42.43,42.849998,37.323734,4592900.0,2017-08-29T00:00:00,COP
42.630001,43.5,42.419998,43.41,37.811508,6846900.0,2017-08-30T00:00:00,COP
43.779999,44.150002,43.52,43.66,38.029263,7660100.0,2017-08-31T00:00:00,COP
43.759998,44.389999,43.48,44.240002,38.534473,4808800.0,2017-09-01T00:00:00,COP
44.490002,44.709999,44.110001,44.389999,38.665119,5438800.0,2017-09-05T00:00:00,COP
44.75,45.349998,44.73,45.060001,39.248714,5939300.0,2017-09-06T00:00:00,COP
44.900002,45.189999,44.470001,45.110001,39.292267,5184700.0,2017-09-07T00:00:00,COP
45.0,45.0,44.099998,44.470001,38.734798,4147400.0,2017-09-08T00:00:00,COP
44.66,45.290001,44.5,44.93,39.135483,4809400.0,2017-09-11T00:00:00,COP
45.029999,45.290001,44.790001,44.93,39.135483,5189000.0,2017-09-12T00:00:00,COP
45.040001,45.790001,45.0,45.560001,39.684223,6178600.0,2017-09-13T00:00:00,COP
45.740002,46.360001,45.650002,45.830002,39.919411,6573400.0,2017-09-14T00:00:00,COP
45.830002,46.509998,45.779999,46.509998,40.511703,11895000.0,2017-09-15T00:00:00,COP
46.200001,47.23,46.169998,47.09,41.016911,6988900.0,2017-09-18T00:00:00,COP
47.110001,47.779999,47.09,47.549999,41.41758,6216100.0,2017-09-19T00:00:00,COP
47.860001,48.799999,47.799999,48.330002,42.096992,8843300.0,2017-09-20T00:00:00,COP
48.189999,48.779999,47.889999,48.689999,42.410557,5790700.0,2017-09-21T00:00:00,COP
48.700001,49.650002,48.630001,49.080002,42.750263,7388200.0,2017-09-22T00:00:00,COP
49.41,50.189999,49.389999,49.98,43.534187,6800100.0,2017-09-25T00:00:00,COP
49.73,50.029999,49.220001,49.669998,43.264172,5434200.0,2017-09-26T00:00:00,COP
49.669998,50.220001,49.580002,50.220001,43.743237,5369500.0,2017-09-27T00:00:00,COP
50.450001,50.830002,49.810001,50.0,43.551605,5490600.0,2017-09-28T00:00:00,COP
49.779999,50.099998,49.610001,50.049999,43.595165,4175700.0,2017-09-29T00:00:00,COP
49.549999,50.330002,49.299999,50.310001,43.821636,4832100.0,2017-10-02T00:00:00,COP
50.169998,50.23,49.23,49.240002,42.889637,6742100.0,2017-10-03T00:00:00,COP
49.360001,49.59,48.91,49.310001,42.950603,5432400.0,2017-10-04T00:00:00,COP
49.459999,49.790001,49.41,49.700001,43.290306,5295400.0,2017-10-05T00:00:00,COP
49.150002,49.439999,48.700001,48.860001,42.55864,3902900.0,2017-10-06T00:00:00,COP
49.099998,49.200001,48.830002,48.91,42.602188,4765500.0,2017-10-09T00:00:00,COP
49.369999,49.68,49.110001,49.189999,42.846081,5252800.0,2017-10-10T00:00:00,COP
49.200001,49.73,48.889999,49.599998,43.203197,4534800.0,2017-10-11T00:00:00,COP
49.09,49.869999,49.009998,49.810001,43.386105,4443100.0,2017-10-12T00:00:00,COP
49.990002,50.16,49.360001,49.400002,43.259144,4629900.0,2017-10-13T00:00:00,COP
49.709999,50.130001,49.650002,49.720001,43.539364,4301600.0,2017-10-16T00:00:00,COP
49.700001,49.939999,49.32,49.720001,43.539364,3579000.0,2017-10-17T00:00:00,COP
49.75,50.18,49.560001,49.709999,43.530602,6481700.0,2017-10-18T00:00:00,COP
49.389999,50.040001,49.299999,49.709999,43.530602,4015400.0,2017-10-19T00:00:00,COP
49.900002,50.400002,49.560001,50.25,44.003479,5993200.0,2017-10-20T00:00:00,COP
50.279999,50.75,49.93,50.259998,44.01223,5589000.0,2017-10-23T00:00:00,COP
50.48,51.32,50.419998,50.990002,44.651497,7609400.0,2017-10-24T00:00:00,COP
51.060001,51.130001,49.75,49.959999,43.749531,6989700.0,2017-10-25T00:00:00,COP
50.389999,51.77,49.790001,51.459999,45.063053,7564600.0,2017-10-26T00:00:00,COP
51.16,52.23,50.200001,51.209999,44.844147,7835700.0,2017-10-27T00:00:00,COP
51.389999,51.799999,50.889999,51.389999,45.001766,6647600.0,2017-10-30T00:00:00,COP
51.32,51.610001,51.02,51.150002,44.791611,6171500.0,2017-10-31T00:00:00,COP
51.810001,52.279999,51.43,52.099998,45.623505,6455500.0,2017-11-01T00:00:00,COP
52.060001,52.59,51.689999,52.48,45.956268,6177100.0,2017-11-02T00:00:00,COP
52.369999,53.27,51.990002,52.959999,46.376602,8030100.0,2017-11-03T00:00:00,COP
53.009998,53.939999,52.799999,53.669998,46.998341,8438900.0,2017-11-06T00:00:00,COP
53.93,54.07,52.93,53.48,46.831955,8577500.0,2017-11-07T00:00:00,COP
54.099998,54.220001,53.16,53.52,46.866993,7513000.0,2017-11-08T00:00:00,COP
53.27,53.650002,52.830002,53.529999,46.875744,6709400.0,2017-11-09T00:00:00,COP
53.400002,53.490002,52.5,52.990002,46.40287,5504600.0,2017-11-10T00:00:00,COP
52.66,52.959999,52.509998,52.57,46.03508,6728300.0,2017-11-13T00:00:00,COP
52.189999,52.43,51.080002,51.23,44.861649,6945000.0,2017-11-14T00:00:00,COP
50.740002,51.169998,49.950001,50.490002,44.213646,7262700.0,2017-11-15T00:00:00,COP
50.400002,50.650002,50.080002,50.220001,43.977203,5694900.0,2017-11-16T00:00:00,COP
50.240002,50.52,50.0,50.130001,43.898396,4191800.0,2017-11-17T00:00:00,COP
50.0,50.25,49.580002,50.080002,43.854614,4429600.0,2017-11-20T00:00:00,COP
50.27,50.740002,49.669998,50.009998,43.793316,6331500.0,2017-11-21T00:00:00,COP
50.52,50.59,50.02,50.220001,43.977203,4818700.0,2017-11-22T00:00:00,COP
50.450001,50.869999,50.439999,50.470001,44.196133,2288900.0,2017-11-24T00:00:00,COP
50.220001,50.25,49.080002,49.16,43.048977,6369000.0,2017-11-27T00:00:00,COP
49.360001,50.16,48.970001,50.130001,43.898396,6524700.0,2017-11-28T00:00:00,COP
49.919998,50.830002,49.720001,50.73,44.423809,6897800.0,2017-11-29T00:00:00,COP
50.919998,51.779999,50.650002,50.880001,44.555172,11184300.0,2017-11-30T00:00:00,COP
51.509998,52.470001,51.23,51.740002,45.308254,6683900.0,2017-12-01T00:00:00,COP
51.869999,52.360001,51.25,51.290001,44.9142,6168500.0,2017-12-04T00:00:00,COP
51.23,51.700001,51.110001,51.23,44.861649,4531700.0,2017-12-05T00:00:00,COP
51.07,51.240002,50.32,50.380001,44.117313,4437300.0,2017-12-06T00:00:00,COP
50.32,50.830002,50.080002,50.540001,44.257423,4037800.0,2017-12-07T00:00:00,COP
50.869999,51.709999,50.740002,51.57,45.159393,5316200.0,2017-12-08T00:00:00,COP
51.540001,52.310001,51.41,51.689999,45.264473,4040400.0,2017-12-11T00:00:00,COP
51.880001,52.060001,51.209999,51.959999,45.500912,6200200.0,2017-12-12T00:00:00,COP
51.919998,52.09,51.580002,51.68,45.255707,4906800.0,2017-12-13T00:00:00,COP
51.900002,52.759998,51.849998,52.310001,45.807396,6436200.0,2017-12-14T00:00:00,COP
52.779999,53.049999,52.060001,52.169998,45.684799,11363400.0,2017-12-15T00:00:00,COP
52.110001,52.66,52.110001,52.34,45.833672,5565300.0,2017-12-18T00:00:00,COP
52.459999,52.93,52.139999,52.68,46.131416,4795800.0,2017-12-19T00:00:00,COP
52.900002,54.509998,52.459999,54.25,47.506241,8064600.0,2017-12-20T00:00:00,COP
54.150002,56.07,54.029999,55.950001,48.994923,7824700.0,2017-12-21T00:00:00,COP
56.049999,56.209999,55.459999,55.5,48.600853,3911900.0,2017-12-22T00:00:00,COP
55.779999,56.369999,55.540001,56.23,49.240108,3194900.0,2017-12-26T00:00:00,COP
56.060001,56.07,55.139999,55.59,48.679672,4369600.0,2017-12-27T00:00:00,COP
55.490002,55.59,55.099998,55.18,48.320633,4240600.0,2017-12-28T00:00:00,COP
55.439999,55.5,54.869999,54.889999,48.066685,3668500.0,2017-12-29T00:00:00,COP
55.09,55.509998,54.82,55.32,48.44323,3985200.0,2018-01-02T00:00:00,COP
55.380001,56.389999,55.330002,56.34,49.336437,4105800.0,2018-01-03T00:00:00,COP
56.41,57.189999,56.09,56.990002,49.905636,4897200.0,2018-01-04T00:00:00,COP
56.68,56.91,56.18,56.880001,49.809311,3771900.0,2018-01-05T00:00:00,COP
56.759998,57.459999,56.59,57.459999,50.317219,4522900.0,2018-01-08T00:00:00,COP
57.470001,58.32,57.41,57.93,50.728783,5519700.0,2018-01-09T00:00:00,COP
58.139999,58.279999,57.560001,57.650002,50.483593,4627900.0,2018-01-10T00:00:00,COP
58.169998,59.48,57.540001,59.18,51.823402,7341800.0,2018-01-11T00:00:00,COP
59.389999,60.240002,59.119999,60.049999,52.585247,6742100.0,2018-01-12T00:00:00,COP
60.0,60.220001,58.799999,58.84,51.525665,5458600.0,2018-01-16T00:00:00,COP
58.970001,60.189999,58.779999,59.860001,52.418865,5798400.0,2018-01-17T00:00:00,COP
59.619999,60.060001,59.150002,59.759998,52.331306,4554800.0,2018-01-18T00:00:00,COP
59.68,59.810001,59.27,59.75,52.32254,5037500.0,2018-01-19T00:00:00,COP
59.860001,60.68,59.790001,60.669998,53.128174,5748800.0,2018-01-22T00:00:00,COP
60.610001,60.700001,60.029999,60.470001,52.953041,5478800.0,2018-01-23T00:00:00,COP
60.540001,61.32,60.450001,60.490002,52.970554,4992000.0,2018-01-24T00:00:00,COP
60.75,60.900002,59.400002,59.48,52.086102,5473400.0,2018-01-25T00:00:00,COP
59.700001,60.52,59.610001,60.389999,52.88298,5277700.0,2018-01-26T00:00:00,COP
59.919998,60.529999,59.560001,59.66,52.243725,4167600.0,2018-01-29T00:00:00,COP
58.939999,59.32,58.080002,58.459999,51.192898,6381000.0,2018-01-30T00:00:00,COP
58.529999,59.240002,58.279999,58.810001,51.499393,7073700.0,2018-01-31T00:00:00,COP
59.0,59.970001,58.150002,59.349998,51.97226,7011000.0,2018-02-01T00:00:00,COP
59.169998,59.439999,57.610001,57.720001,50.544891,8433300.0,2018-02-02T00:00:00,COP
57.139999,58.470001,55.41,55.939999,48.986156,11060300.0,2018-02-05T00:00:00,COP
54.75,56.540001,54.419998,55.939999,48.986156,11013500.0,2018-02-06T00:00:00,COP
56.060001,56.970001,55.630001,55.630001,48.714699,7721700.0,2018-02-07T00:00:00,COP
55.619999,55.830002,53.23,53.240002,46.621803,8618400.0,2018-02-08T00:00:00,COP
53.240002,53.599998,50.18,52.02,45.798607,9685600.0,2018-02-09T00:00:00,COP
52.630001,53.959999,52.549999,53.41,47.022381,7035400.0,2018-02-12T00:00:00,COP
52.93,53.939999,52.610001,53.32,46.943138,5438300.0,2018-02-13T00:00:00,COP
52.700001,55.860001,52.540001,55.509998,48.871216,6612400.0,2018-02-14T00:00:00,COP
55.639999,55.709999,53.759998,54.540001,48.017235,6190800.0,2018-02-15T00:00:00,COP
54.389999,55.060001,54.23,54.650002,48.114082,5070900.0,2018-02-16T00:00:00,COP
54.599998,55.299999,54.34,54.84,48.281353,4262900.0,2018-02-20T00:00:00,COP
54.59,55.439999,53.73,53.75,47.321709,5287000.0,2018-02-21T00:00:00,COP
54.259998,55.5,54.189999,54.91,48.342987,5565900.0,2018-02-22T00:00:00,COP
